SiteName,Latitude,Longitude,Elevation,Year,JulianDay,AphidCount,PrecipMM,Aphids_DD,Pea_DD,Vetch_DD
2014-Site-13,46.48198,-117.12195,884,2014,147,0,261.11,537.02,920.33,752.39
2014-Site-13,46.48198,-117.12195,884,2014,150,3,266.02,570.89,967.7,794.36
2014-Site-13,46.48198,-117.12195,884,2014,154,3,269.84,654.73,1069.54,889.0
2014-Site-13,46.48198,-117.12195,884,2014,157,3,269.84,708.88,1137.19,951.25
2014-Site-13,46.48198,-117.12195,884,2014,164,7,276.01,834.22,1294.03,1095.49
2014-Site-13,46.48198,-117.12195,884,2014,171,45,293.86,917.32,1408.63,1197.49
2014-Site-13,46.48198,-117.12195,884,2014,178,46,302.77,1055.52,1578.33,1354.59
2014-Site-13,46.48198,-117.12195,884,2014,183,73,302.77,1168.88,1714.19,1481.45
2014-Site-13,46.48198,-117.12195,884,2014,192,4,302.77,1445.06,2030.87,1781.93
2014-Site-13,46.48198,-117.12195,884,2014,199,9,302.77,1686.42,2303.73,2042.19
2014-Site-12,46.5313,-117.13548,863,2014,143,4,312.56,479.05,846.51,685.31
2014-Site-12,46.5313,-117.13548,863,2014,147,0,316.85,542.56,928.02,759.62
2014-Site-12,46.5313,-117.13548,863,2014,150,19,321.37,576.75,975.71,801.91
2014-Site-12,46.5313,-117.13548,863,2014,154,9,329.19,660.87,1077.83,896.83
2014-Site-12,46.5313,-117.13548,863,2014,157,5,329.19,714.92,1145.38,958.98
2014-Site-12,46.5313,-117.13548,863,2014,164,2,333.94,839.95,1301.91,1102.91
2014-Site-12,46.5313,-117.13548,863,2014,171,20,350.08,923.48,1416.94,1205.34
2014-Site-12,46.5313,-117.13548,863,2014,178,7,358.53,1061.76,1586.72,1362.52
2014-Site-12,46.5313,-117.13548,863,2014,183,11,358.53,1175.13,1722.59,1489.39
2014-Site-12,46.5313,-117.13548,863,2014,192,5,358.53,1450.43,2038.39,1788.99
2014-Site-12,46.5313,-117.13548,863,2014,199,4,358.53,1691.76,2311.22,2049.22
2014-Site-11,46.5491,-117.12282,842,2014,143,1,318.56,489.02,859.75,697.57
2014-Site-11,46.5491,-117.12282,842,2014,147,0,322.33,553.21,941.94,772.56
2014-Site-11,46.5491,-117.12282,842,2014,150,9,326.89,587.92,990.15,815.37
2014-Site-11,46.5491,-117.12282,842,2014,154,5,334.33,672.58,1092.81,910.83
2014-Site-11,46.5491,-117.12282,842,2014,157,7,334.33,727.04,1160.77,973.39
2014-Site-11,46.5491,-117.12282,842,2014,164,3,337.68,853.01,1318.24,1118.26
2014-Site-11,46.5491,-117.12282,842,2014,171,25,353.99,937.82,1434.55,1221.97
2014-Site-11,46.5491,-117.12282,842,2014,178,19,362.68,1077.19,1605.42,1380.24
2014-Site-11,46.5491,-117.12282,842,2014,183,57,362.68,1191.28,1742.01,1507.83
2014-Site-11,46.5491,-117.12282,842,2014,192,13,362.68,1467.23,2058.46,1808.08
2014-Site-11,46.5491,-117.12282,842,2014,199,50,362.68,1709.24,2331.97,2068.99
2014-Site-10,46.56097,-117.21288,846,2014,143,11,308.55,487.05,856.77,694.49
2014-Site-10,46.56097,-117.21288,846,2014,147,0,310.28,550.42,938.14,768.66
2014-Site-10,46.56097,-117.21288,846,2014,150,3,314.63,584.95,986.17,811.29
2014-Site-10,46.56097,-117.21288,846,2014,154,7,320.74,669.41,1088.63,906.55
2014-Site-10,46.56097,-117.21288,846,2014,157,3,320.74,723.48,1156.2,968.72
2014-Site-10,46.56097,-117.21288,846,2014,164,3,323.92,848.84,1313.06,1112.98
2014-Site-10,46.56097,-117.21288,846,2014,171,18,340.93,933.32,1429.04,1216.36
2014-Site-10,46.56097,-117.21288,846,2014,178,13,347.21,1072.35,1599.57,1374.29
2014-Site-10,46.56097,-117.21288,846,2014,183,26,347.21,1186.15,1735.87,1501.59
2014-Site-10,46.56097,-117.21288,846,2014,192,3,347.21,1461.59,2051.81,1801.33
2014-Site-10,46.56097,-117.21288,846,2014,199,4,347.21,1704.46,2326.18,2063.1
2014-Site-09,46.58988,-117.2161,834,2014,143,9,319.7,489.55,859.84,697.69
2014-Site-09,46.58988,-117.2161,834,2014,147,4,321.2,552.94,941.23,771.88
2014-Site-09,46.58988,-117.2161,834,2014,150,18,325.6,587.63,989.42,814.67
2014-Site-09,46.58988,-117.2161,834,2014,154,18,331.64,672.19,1091.98,910.03
2014-Site-09,46.58988,-117.2161,834,2014,157,21,331.64,726.19,1159.48,972.13
2014-Site-09,46.58988,-117.2161,834,2014,164,11,334.4,851.46,1316.25,1116.3
2014-Site-09,46.58988,-117.2161,834,2014,171,101,352.0,936.29,1432.58,1220.03
2014-Site-09,46.58988,-117.2161,834,2014,178,30,358.39,1075.49,1603.28,1378.13
2014-Site-09,46.58988,-117.2161,834,2014,183,300,358.39,1189.23,1739.52,1505.37
2014-Site-09,46.58988,-117.2161,834,2014,192,63,358.39,1464.05,2054.84,1804.49
2014-Site-09,46.58988,-117.2161,834,2014,199,60,358.39,1706.76,2329.05,2066.1
2014-Site-08,46.58655,-117.18732,799,2014,143,0,308.8,511.76,888.8,724.44
2014-Site-08,46.58655,-117.18732,799,2014,147,2,310.39,576.7,971.74,800.18
2014-Site-08,46.58655,-117.18732,799,2014,150,4,314.85,612.45,1020.99,844.03
2014-Site-08,46.58655,-117.18732,799,2014,154,6,320.43,698.13,1124.67,940.51
2014-Site-08,46.58655,-117.18732,799,2014,157,13,320.43,753.12,1193.16,1003.6
2014-Site-08,46.58655,-117.18732,799,2014,164,5,323.27,880.75,1352.29,1150.13
2014-Site-08,46.58655,-117.18732,799,2014,171,27,340.6,968.25,1471.29,1256.53
2014-Site-08,46.58655,-117.18732,799,2014,178,10,347.47,1109.71,1644.25,1416.89
2014-Site-08,46.58655,-117.18732,799,2014,183,50,347.47,1225.12,1782.16,1545.8
2014-Site-08,46.58655,-117.18732,799,2014,192,10,347.47,1502.06,2099.6,1847.04
2014-Site-08,46.58655,-117.18732,799,2014,199,3,347.47,1746.64,2375.68,2110.52
2014-Site-07,46.6179,-117.21683,788,2014,143,2,300.62,512.48,888.79,725.14
2014-Site-07,46.6179,-117.21683,788,2014,147,1,302.1,577.19,971.5,800.65
2014-Site-07,46.6179,-117.21683,788,2014,150,2,306.77,613.07,1020.88,844.63
2014-Site-07,46.6179,-117.21683,788,2014,154,6,309.91,698.78,1124.59,941.14
2014-Site-07,46.6179,-117.21683,788,2014,157,2,309.91,753.59,1192.9,1004.05
2014-Site-07,46.6179,-117.21683,788,2014,164,6,312.49,880.92,1351.73,1150.28
2014-Site-07,46.6179,-117.21683,788,2014,171,16,331.24,968.64,1470.95,1256.9
2014-Site-07,46.6179,-117.21683,788,2014,178,19,337.34,1110.26,1644.07,1417.42
2014-Site-07,46.6179,-117.21683,788,2014,183,66,337.34,1225.52,1781.83,1546.18
2014-Site-07,46.6179,-117.21683,788,2014,192,9,337.34,1501.78,2098.59,1846.74
2014-Site-07,46.6179,-117.21683,788,2014,199,15,337.34,1746.23,2374.54,2110.09
2014-Site-06,46.65992,-117.3441,770,2014,143,12,290.5,520.98,897.5,734.1
2014-Site-06,46.65992,-117.3441,770,2014,147,13,291.46,585.42,979.94,809.34
2014-Site-06,46.65992,-117.3441,770,2014,150,25,295.45,621.84,1029.86,853.86
2014-Site-06,46.65992,-117.3441,770,2014,154,20,298.51,708.17,1134.19,950.99
2014-Site-06,46.65992,-117.3441,770,2014,157,17,298.51,763.01,1202.53,1013.93
2014-Site-06,46.65992,-117.3441,770,2014,164,3,300.57,891.01,1362.03,1160.83
2014-Site-06,46.65992,-117.3441,770,2014,171,70,321.17,980.38,1482.9,1269.1
2014-Site-06,46.65992,-117.3441,770,2014,178,32,326.05,1123.69,1657.71,1431.31
2014-Site-06,46.65992,-117.3441,770,2014,183,400,326.05,1239.73,1796.25,1560.85
2014-Site-06,46.65992,-117.3441,770,2014,192,11,326.05,1517.16,2114.18,1862.58
2014-Site-06,46.65992,-117.3441,770,2014,199,0,326.05,1764.2,2392.72,2128.52
2014-Site-05,46.76023,-117.16997,760,2014,143,0,289.96,504.92,879.19,717.48
2014-Site-05,46.76023,-117.16997,760,2014,147,1,291.97,568.93,961.2,792.29
2014-Site-05,46.76023,-117.16997,760,2014,150,0,297.49,604.67,1010.44,836.13
2014-Site-05,46.76023,-117.16997,760,2014,154,4,297.49,689.91,1113.68,932.17
2014-Site-05,46.76023,-117.16997,760,2014,157,5,297.49,743.57,1180.84,993.93
2014-Site-05,46.76023,-117.16997,760,2014,164,12,299.84,868.63,1337.4,1137.89
2014-Site-05,46.76023,-117.16997,760,2014,171,15,322.32,955.03,1455.3,1243.19
2014-Site-05,46.76023,-117.16997,760,2014,178,21,327.52,1095.07,1626.84,1402.13
2014-Site-05,46.76023,-117.16997,760,2014,183,54,327.52,1208.37,1762.64,1528.93
2014-Site-05,46.76023,-117.16997,760,2014,192,37,327.52,1480.17,2074.94,1825.03
2014-Site-05,46.76023,-117.16997,760,2014,199,0,327.52,1720.46,2346.73,2084.22
2014-Site-04,46.79605,-117.02398,891,2014,143,1,350.6,421.94,766.61,615.36
2014-Site-04,46.79605,-117.02398,891,2014,147,0,353.23,481.57,844.24,685.79
2014-Site-04,46.79605,-117.02398,891,2014,150,0,358.84,513.39,889.56,725.71
2014-Site-04,46.79605,-117.02398,891,2014,154,2,358.84,594.32,988.49,817.44
2014-Site-04,46.79605,-117.02398,891,2014,157,7,358.84,644.94,1052.61,876.16
2014-Site-04,46.79605,-117.02398,891,2014,164,4,361.71,760.89,1200.06,1011.01
2014-Site-04,46.79605,-117.02398,891,2014,171,15,384.13,835.45,1306.12,1104.47
2014-Site-04,46.79605,-117.02398,891,2014,178,38,390.87,966.09,1468.26,1254.01
2014-Site-04,46.79605,-117.02398,891,2014,183,13,390.87,1072.95,1597.62,1374.37
2014-Site-04,46.79605,-117.02398,891,2014,192,0,390.87,1334.18,1899.35,1659.9
2014-Site-04,46.79605,-117.02398,891,2014,199,57,390.87,1562.83,2159.5,1907.45
2014-Site-03,46.81753,-117.08317,794,2014,143,0,301.67,471.34,836.21,678.06
2014-Site-03,46.81753,-117.08317,794,2014,147,4,303.77,533.53,916.4,751.05
2014-Site-03,46.81753,-117.08317,794,2014,150,6,309.16,567.68,964.05,793.3
2014-Site-03,46.81753,-117.08317,794,2014,154,5,309.16,651.14,1065.51,887.56
2014-Site-03,46.81753,-117.08317,794,2014,157,3,309.16,703.23,1131.1,947.75
2014-Site-03,46.81753,-117.08317,794,2014,164,14,311.59,824.07,1283.44,1087.49
2014-Site-03,46.81753,-117.08317,794,2014,171,8,334.17,905.31,1396.18,1187.63
2014-Site-03,46.81753,-117.08317,794,2014,178,4,340.03,1041.09,1563.46,1342.31
2014-Site-03,46.81753,-117.08317,794,2014,183,5,340.03,1151.07,1695.94,1465.79
2014-Site-03,46.81753,-117.08317,794,2014,192,14,340.03,1417.05,2002.42,1756.07
2014-Site-03,46.81753,-117.08317,794,2014,199,63,340.03,1651.02,2267.89,2008.94
2014-Site-02,46.83785,-117.07197,789,2014,143,0,297.39,470.97,835.39,677.32
2014-Site-02,46.83785,-117.07197,789,2014,147,2,299.42,533.15,915.57,750.3
2014-Site-02,46.83785,-117.07197,789,2014,150,0,304.71,567.27,963.19,792.52
2014-Site-02,46.83785,-117.07197,789,2014,154,0,304.71,650.69,1064.61,886.74
2014-Site-02,46.83785,-117.07197,789,2014,157,3,304.71,702.71,1130.13,946.86
2014-Site-02,46.83785,-117.07197,789,2014,164,12,307.25,823.52,1282.44,1086.57
2014-Site-02,46.83785,-117.07197,789,2014,171,5,330.04,904.59,1395.01,1186.54
2014-Site-02,46.83785,-117.07197,789,2014,178,7,336.06,1040.43,1562.35,1341.28
2014-Site-02,46.83785,-117.07197,789,2014,183,10,336.06,1150.28,1694.7,1464.63
2014-Site-02,46.83785,-117.07197,789,2014,192,6,336.06,1416.33,2001.25,1754.98
2014-Site-02,46.83785,-117.07197,789,2014,199,49,336.06,1650.11,2266.53,2007.66
2014-Site-01,46.93542,-117.03158,787,2014,143,1,301.72,457.16,814.58,659.15
2014-Site-01,46.93542,-117.03158,787,2014,147,0,303.37,519.52,894.94,732.31
2014-Site-01,46.93542,-117.03158,787,2014,150,0,308.36,553.4,942.32,774.29
2014-Site-01,46.93542,-117.03158,787,2014,154,2,308.36,636.45,1043.37,868.14
2014-Site-01,46.93542,-117.03158,787,2014,157,2,308.36,688.28,1108.7,928.07
2014-Site-01,46.93542,-117.03158,787,2014,164,6,311.15,809.26,1261.18,1067.95
2014-Site-01,46.93542,-117.03158,787,2014,171,0,338.28,889.08,1372.5,1166.67
2014-Site-01,46.93542,-117.03158,787,2014,178,5,345.28,1025.22,1540.14,1321.71
2014-Site-01,46.93542,-117.03158,787,2014,183,6,345.28,1135.17,1672.59,1445.16
2014-Site-01,46.93542,-117.03158,787,2014,192,5,345.28,1402.84,1980.76,1737.13
2014-Site-01,46.93542,-117.03158,787,2014,199,27,345.28,1636.25,2245.67,1989.44
2013-Site-12,46.6945,-117.14667,743,2013,144,1,195.2,567.04,894.8,747.5
2013-Site-12,46.6945,-117.14667,743,2013,151,1,203.83,642.12,1001.38,841.48
2013-Site-12,46.6945,-117.14667,743,2013,158,0,204.79,771.71,1162.47,989.97
2013-Site-12,46.6945,-117.14667,743,2013,165,0,204.79,883.66,1305.92,1120.82
2013-Site-12,46.6945,-117.14667,743,2013,175,12,247.63,1054.29,1521.55,1318.45
2013-Site-12,46.6945,-117.14667,743,2013,179,0,253.39,1145.05,1630.31,1420.01
2013-Site-12,46.6945,-117.14667,743,2013,184,13,253.39,1318.2,1825.96,1606.66
2013-Site-12,46.6945,-117.14667,743,2013,193,1,255.49,1550.83,2099.09,1863.59
2013-Site-12,46.6945,-117.14667,743,2013,200,19,257.4,1740.19,2319.95,2071.85
2013-Site-12,46.6945,-117.14667,743,2013,207,2,257.4,1958.57,2569.83,2309.13
2013-Site-12,46.6945,-117.14667,743,2013,214,16,261.53,2135.22,2777.98,2504.68
2013-Site-11,46.58538,-116.94484,847,2013,144,0,286.54,525.2,834.45,695.52
2013-Site-11,46.58538,-116.94484,847,2013,151,0,303.78,594.64,935.39,783.86
2013-Site-11,46.58538,-116.94484,847,2013,158,0,308.87,721.63,1093.88,929.75
2013-Site-11,46.58538,-116.94484,847,2013,165,0,308.87,832.38,1236.13,1059.4
2013-Site-11,46.58538,-116.94484,847,2013,175,13,372.09,996.96,1445.71,1250.98
2013-Site-11,46.58538,-116.94484,847,2013,179,0,380.18,1086.61,1553.36,1351.43
2013-Site-11,46.58538,-116.94484,847,2013,184,12,380.18,1258.55,1747.8,1536.87
2013-Site-11,46.58538,-116.94484,847,2013,193,0,380.88,1488.3,2018.05,1790.92
2013-Site-11,46.58538,-116.94484,847,2013,200,7,383.13,1678.33,2239.58,1999.85
2013-Site-11,46.58538,-116.94484,847,2013,207,0,383.13,1898.68,2491.43,2239.1
2013-Site-11,46.58538,-116.94484,847,2013,214,0,390.92,2075.17,2699.42,2434.49
2013-Site-10,46.72914,-116.95679,805,2013,144,2,256.16,524.95,834.1,695.77
2013-Site-10,46.72914,-116.95679,805,2013,151,1,266.24,596.03,936.68,785.75
2013-Site-10,46.72914,-116.95679,805,2013,158,2,271.19,721.3,1093.45,929.92
2013-Site-10,46.72914,-116.95679,805,2013,165,0,271.19,829.53,1233.18,1057.05
2013-Site-10,46.72914,-116.95679,805,2013,175,15,322.29,993.16,1441.81,1247.68
2013-Site-10,46.72914,-116.95679,805,2013,179,0,331.09,1082.43,1549.08,1347.75
2013-Site-10,46.72914,-116.95679,805,2013,184,4,331.09,1252.26,1741.41,1531.08
2013-Site-10,46.72914,-116.95679,805,2013,193,5,332.48,1476.9,2006.55,1780.02
2013-Site-10,46.72914,-116.95679,805,2013,200,7,335.04,1662.42,2223.57,1984.44
2013-Site-10,46.72914,-116.95679,805,2013,207,9,335.04,1877.63,2470.28,2218.55
2013-Site-10,46.72914,-116.95679,805,2013,214,8,343.28,2050.64,2674.79,2410.46
2013-Site-09,46.48203,-117.11892,884,2013,144,1,164.57,535.54,853.33,709.06
2013-Site-09,46.48203,-117.11892,884,2013,151,0,173.15,603.17,952.46,795.59
2013-Site-09,46.48203,-117.11892,884,2013,158,0,176.58,732.31,1113.1,943.63
2013-Site-09,46.48203,-117.11892,884,2013,165,1,176.58,844.17,1256.46,1074.39
2013-Site-09,46.48203,-117.11892,884,2013,175,12,228.53,1008.24,1465.53,1265.46
2013-Site-09,46.48203,-117.11892,884,2013,179,4,238.18,1097.56,1572.85,1365.58
2013-Site-09,46.48203,-117.11892,884,2013,184,3,238.18,1272.2,1769.99,1553.72
2013-Site-09,46.48203,-117.11892,884,2013,193,8,238.18,1508.36,2046.65,1814.18
2013-Site-09,46.48203,-117.11892,884,2013,200,22,241.04,1702.93,2272.72,2027.65
2013-Site-09,46.48203,-117.11892,884,2013,207,0,241.04,1929.13,2530.42,2272.75
2013-Site-09,46.48203,-117.11892,884,2013,214,0,248.13,2108.56,2741.35,2471.08
2013-Site-08,46.51327,-117.12822,863,2013,144,1,185.43,540.07,859.79,714.81
2013-Site-08,46.51327,-117.12822,863,2013,151,0,195.66,608.82,960.04,802.46
2013-Site-08,46.51327,-117.12822,863,2013,158,0,201.91,738.04,1120.76,950.58
2013-Site-08,46.51327,-117.12822,863,2013,165,0,201.91,849.7,1263.92,1081.14
2013-Site-08,46.51327,-117.12822,863,2013,175,4,253.04,1014.45,1473.67,1272.89
2013-Site-08,46.51327,-117.12822,863,2013,179,2,261.19,1103.94,1581.16,1373.18
2013-Site-08,46.51327,-117.12822,863,2013,184,2,261.19,1278.23,1777.95,1560.97
2013-Site-08,46.51327,-117.12822,863,2013,193,1,262.09,1513.7,2053.92,1820.74
2013-Site-08,46.51327,-117.12822,863,2013,200,5,264.78,1707.29,2279.01,2033.23
2013-Site-08,46.51327,-117.12822,863,2013,207,0,264.78,1931.94,2535.16,2276.78
2013-Site-08,46.51327,-117.12822,863,2013,214,0,271.77,2110.64,2745.36,2474.38
2013-Site-07,46.52777,-117.15588,844,2013,144,1,216.04,546.99,869.99,723.26
2013-Site-07,46.52777,-117.15588,844,2013,151,1,235.53,616.76,971.26,811.93
2013-Site-07,46.52777,-117.15588,844,2013,158,0,241.28,746.47,1132.47,960.54
2013-Site-07,46.52777,-117.15588,844,2013,165,0,241.28,858.51,1276.01,1091.48
2013-Site-07,46.52777,-117.15588,844,2013,175,0,299.74,1024.49,1486.99,1284.46
2013-Site-07,46.52777,-117.15588,844,2013,179,1,309.65,1114.3,1594.8,1385.07
2013-Site-07,46.52777,-117.15588,844,2013,184,7,309.65,1288.85,1791.85,1573.12
2013-Site-07,46.52777,-117.15588,844,2013,193,4,310.97,1525.12,2068.62,1833.69
2013-Site-07,46.52777,-117.15588,844,2013,200,14,313.09,1718.76,2293.76,2046.23
2013-Site-07,46.52777,-117.15588,844,2013,207,1,313.09,1943.03,2549.53,2289.4
2013-Site-07,46.52777,-117.15588,844,2013,214,6,319.97,2121.9,2759.9,2487.17
2013-Site-06,46.54112,-117.12588,842,2013,144,3,235.33,545.97,867.95,722.05
2013-Site-06,46.54112,-117.12588,842,2013,151,0,253.7,616.05,969.53,811.03
2013-Site-06,46.54112,-117.12588,842,2013,158,0,257.84,745.59,1130.57,959.47
2013-Site-06,46.54112,-117.12588,842,2013,165,0,257.84,857.49,1273.97,1090.27
2013-Site-06,46.54112,-117.12588,842,2013,175,8,313.78,1023.37,1484.85,1283.15
2013-Site-06,46.54112,-117.12588,842,2013,179,6,321.29,1113.23,1592.71,1383.81
2013-Site-06,46.54112,-117.12588,842,2013,184,11,321.29,1287.38,1789.36,1571.46
2013-Site-06,46.54112,-117.12588,842,2013,193,8,322.17,1522.44,2064.92,1830.82
2013-Site-06,46.54112,-117.12588,842,2013,200,0,324.53,1715.41,2289.39,2042.69
2013-Site-06,46.54112,-117.12588,842,2013,207,0,324.53,1939.03,2544.51,2285.21
2013-Site-06,46.54112,-117.12588,842,2013,214,1,331.22,2117.46,2754.44,2482.54
2013-Site-05,46.56125,-117.21205,846,2013,144,3,249.97,539.82,859.75,714.43
2013-Site-05,46.56125,-117.21205,846,2013,151,1,269.44,608.89,960.32,802.4
2013-Site-05,46.56125,-117.21205,846,2013,158,3,273.92,737.28,1120.21,949.69
2013-Site-05,46.56125,-117.21205,846,2013,165,1,273.92,847.3,1261.73,1078.61
2013-Site-05,46.56125,-117.21205,846,2013,175,7,333.38,1011.31,1470.74,1269.62
2013-Site-05,46.56125,-117.21205,846,2013,179,1,345.77,1100.33,1577.76,1369.44
2013-Site-05,46.56125,-117.21205,846,2013,184,8,345.77,1273.73,1773.66,1556.34
2013-Site-05,46.56125,-117.21205,846,2013,193,14,348.23,1508.04,2048.47,1814.95
2013-Site-05,46.56125,-117.21205,846,2013,200,20,350.08,1699.49,2271.42,2025.3
2013-Site-05,46.56125,-117.21205,846,2013,207,0,350.08,1921.21,2524.64,2265.92
2013-Site-05,46.56125,-117.21205,846,2013,214,0,355.95,2097.84,2732.77,2461.45
2013-Site-04,46.58212,-117.18392,799,2013,144,11,242.99,559.05,886.44,738.01
2013-Site-04,46.58212,-117.18392,799,2013,151,2,260.49,631.2,990.09,829.06
2013-Site-04,46.58212,-117.18392,799,2013,158,0,264.69,761.43,1151.82,978.19
2013-Site-04,46.58212,-117.18392,799,2013,165,0,264.69,873.82,1295.71,1109.48
2013-Site-04,46.58212,-117.18392,799,2013,175,17,320.31,1042.3,1509.19,1304.96
2013-Site-04,46.58212,-117.18392,799,2013,179,11,331.6,1132.73,1617.62,1406.19
2013-Site-04,46.58212,-117.18392,799,2013,184,11,331.6,1307.22,1814.61,1594.18
2013-Site-04,46.58212,-117.18392,799,2013,193,25,333.46,1543.53,2091.42,1854.79
2013-Site-04,46.58212,-117.18392,799,2013,200,12,335.42,1736.19,2315.58,2066.35
2013-Site-04,46.58212,-117.18392,799,2013,207,11,335.42,1958.5,2569.39,2307.56
2013-Site-04,46.58212,-117.18392,799,2013,214,7,341.1,2137.03,2779.42,2504.99
2013-Site-03,46.61395,-117.21198,788,2013,144,2,230.7,557.04,882.76,735.14
2013-Site-03,46.61395,-117.21198,788,2013,151,0,246.02,629.41,986.63,826.41
2013-Site-03,46.61395,-117.21198,788,2013,158,0,249.23,758.91,1147.63,974.81
2013-Site-03,46.61395,-117.21198,788,2013,165,0,249.23,870.34,1290.56,1105.14
2013-Site-03,46.61395,-117.21198,788,2013,175,18,301.45,1038.54,1503.76,1300.34
2013-Site-03,46.61395,-117.21198,788,2013,179,4,311.63,1128.67,1611.89,1401.27
2013-Site-03,46.61395,-117.21198,788,2013,184,16,311.63,1302.43,1808.15,1588.53
2013-Site-03,46.61395,-117.21198,788,2013,193,1,313.91,1537.43,2083.65,1847.83
2013-Site-03,46.61395,-117.21198,788,2013,200,23,315.86,1728.52,2306.24,2057.82
2013-Site-03,46.61395,-117.21198,788,2013,207,0,315.86,1948.95,2558.17,2297.15
2013-Site-03,46.61395,-117.21198,788,2013,214,0,320.88,2126.05,2766.77,2493.15
2013-Site-02,46.63232,-117.1744,801,2013,144,2,237.04,548.68,870.66,724.78
2013-Site-02,46.63232,-117.1744,801,2013,151,0,252.35,620.32,973.8,815.32
2013-Site-02,46.63232,-117.1744,801,2013,158,0,255.5,748.78,1133.76,962.68
2013-Site-02,46.63232,-117.1744,801,2013,165,5,255.5,859.1,1275.58,1091.9
2013-Site-02,46.63232,-117.1744,801,2013,175,19,307.86,1025.49,1486.97,1285.29
2013-Site-02,46.63232,-117.1744,801,2013,179,2,317.01,1115.12,1594.6,1385.72
2013-Site-02,46.63232,-117.1744,801,2013,184,22,317.01,1287.9,1789.88,1572.0
2013-Site-02,46.63232,-117.1744,801,2013,193,10,319.06,1520.51,2062.99,1828.91
2013-Site-02,46.63232,-117.1744,801,2013,200,15,321.22,1710.15,2284.13,2037.45
2013-Site-02,46.63232,-117.1744,801,2013,207,3,321.22,1929.28,2534.76,2275.48
2013-Site-02,46.63232,-117.1744,801,2013,214,17,326.17,2105.06,2742.04,2470.16
2013-Site-01,46.7486,-117.42438,689,2013,144,0,187.02,578.62,906.66,757.88
2013-Site-01,46.7486,-117.42438,689,2013,151,0,196.04,655.19,1014.73,853.35
2013-Site-01,46.7486,-117.42438,689,2013,158,9,197.44,785.72,1176.76,1002.78
2013-Site-01,46.7486,-117.42438,689,2013,165,0,197.44,898.03,1320.57,1133.99
2013-Site-01,46.7486,-117.42438,689,2013,175,16,234.78,1073.5,1541.04,1336.46
2013-Site-01,46.7486,-117.42438,689,2013,179,0,242.55,1164.48,1650.02,1438.24
2013-Site-01,46.7486,-117.42438,689,2013,184,21,242.55,1339.31,1847.35,1626.57
2013-Site-01,46.7486,-117.42438,689,2013,193,1,242.55,1578.08,2126.62,1889.64
2013-Site-01,46.7486,-117.42438,689,2013,200,11,245.28,1768.38,2348.42,2098.84
2013-Site-01,46.7486,-117.42438,689,2013,207,1,245.28,1987.79,2599.33,2337.15
2013-Site-01,46.7486,-117.42438,689,2013,214,0,250.7,2163.77,2806.81,2532.03
2012-Site-35,47.04149,-117.11662,795,2012,150,1,440.8,491.72,817.0,674.7
2012-Site-35,47.04149,-117.11662,795,2012,151,0,440.8,504.69,834.47,690.37
2012-Site-35,47.04149,-117.11662,795,2012,152,0,442.82,517.82,852.1,706.2
2012-Site-35,47.04149,-117.11662,795,2012,153,0,446.17,539.36,878.14,730.44
2012-Site-35,47.04149,-117.11662,795,2012,157,1,472.86,597.67,954.45,799.55
2012-Site-35,47.04149,-117.11662,795,2012,160,0,484.39,617.42,987.7,827.4
2012-Site-35,47.04149,-117.11662,795,2012,164,0,490.15,664.55,1052.83,885.33
2012-Site-35,47.04149,-117.11662,795,2012,167,1,490.15,706.21,1107.99,935.09
2012-Site-35,47.04149,-117.11662,795,2012,171,0,493.83,766.75,1186.53,1006.43
2012-Site-35,47.04149,-117.11662,795,2012,174,1,493.83,828.72,1262.0,1076.5
2012-Site-35,47.04149,-117.11662,795,2012,178,1,516.78,899.98,1351.26,1158.56
2012-Site-35,47.04149,-117.11662,795,2012,181,0,516.78,960.28,1425.06,1226.96
2012-Site-35,47.04149,-117.11662,795,2012,185,1,530.07,1045.99,1528.77,1323.47
2012-Site-35,47.04149,-117.11662,795,2012,188,0,530.07,1102.44,1598.72,1388.02
2012-Site-35,47.04149,-117.11662,795,2012,192,1,530.07,1236.4,1750.68,1532.78
2012-Site-35,47.04149,-117.11662,795,2012,195,1,530.07,1332.27,1860.05,1636.75
2012-Site-35,47.04149,-117.11662,795,2012,199,0,548.56,1446.96,1992.74,1762.24
2012-Site-35,47.04149,-117.11662,795,2012,202,0,552.35,1538.92,2098.2,1862.3
2012-Site-35,47.04149,-117.11662,795,2012,206,0,552.35,1624.91,2202.19,1959.09
2012-Site-35,47.04149,-117.11662,795,2012,209,0,552.35,1704.57,2295.35,2046.85
2012-Site-35,47.04149,-117.11662,795,2012,213,0,552.35,1802.2,2410.98,2155.28
2012-Site-34,46.47495,-117.08053,874,2012,150,0,354.29,524.65,872.5,721.27
2012-Site-34,46.47495,-117.08053,874,2012,151,0,354.29,537.81,890.16,737.13
2012-Site-34,46.47495,-117.08053,874,2012,152,0,356.16,551.87,908.72,753.89
2012-Site-34,46.47495,-117.08053,874,2012,153,1,359.77,574.59,935.94,779.31
2012-Site-34,46.47495,-117.08053,874,2012,157,0,385.5,630.05,1009.4,845.57
2012-Site-34,46.47495,-117.08053,874,2012,160,0,398.27,652.16,1045.01,875.78
2012-Site-34,46.47495,-117.08053,874,2012,164,3,405.63,702.79,1113.64,937.21
2012-Site-34,46.47495,-117.08053,874,2012,167,0,405.63,749.35,1173.7,991.87
