SiteID,Latitude,Longitude,Year,Julian_Day,Julian_week,AphidCount,Aphid_GGD,Pea_GDD,Vetch_GDD,Vetch_GDD_Clarkston
2015-Site-07,46.579117,-117.2384,2015,183,26,3,,,,
2015-Site-07,46.579117,-117.2384,2015,190,27,0,,,,
2015-Site-07,46.579117,-117.2384,2015,198,28,0,,,,
2015-Site-06,46.6134,-117.241133,2015,142,20,3,,,,
2015-Site-06,46.6134,-117.241133,2015,149,21,0,,,,
2015-Site-06,46.6134,-117.241133,2015,156,22,4,,,,
2015-Site-06,46.6134,-117.241133,2015,163,23,4,,,,
2015-Site-06,46.6134,-117.241133,2015,170,24,5,,,,
2015-Site-06,46.6134,-117.241133,2015,176,25,5,,,,
2015-Site-06,46.6134,-117.241133,2015,183,26,2,,,,
2015-Site-06,46.6134,-117.241133,2015,190,27,0,,,,
2015-Site-06,46.6134,-117.241133,2015,198,28,0,,,,
2015-Site-05,46.624367,-117.294867,2015,142,20,2,,,,
2015-Site-05,46.624367,-117.294867,2015,149,21,7,,,,
2015-Site-05,46.624367,-117.294867,2015,156,22,1,,,,
2015-Site-05,46.624367,-117.294867,2015,163,23,1,,,,
2015-Site-05,46.624367,-117.294867,2015,170,24,5,,,,
2015-Site-05,46.624367,-117.294867,2015,176,25,11,,,,
2015-Site-05,46.624367,-117.294867,2015,183,26,1,,,,
2015-Site-05,46.624367,-117.294867,2015,190,27,0,,,,
2015-Site-05,46.624367,-117.294867,2015,198,28,0,,,,
2015-Site-04,46.625717,-117.235517,2015,142,20,9,,,,
2015-Site-04,46.625717,-117.235517,2015,149,21,2,,,,
2015-Site-04,46.625717,-117.235517,2015,156,22,4,,,,
2015-Site-04,46.625717,-117.235517,2015,163,23,7,,,,
2015-Site-04,46.625717,-117.235517,2015,170,24,10,,,,
2015-Site-04,46.625717,-117.235517,2015,176,25,1,,,,
2015-Site-04,46.625717,-117.235517,2015,183,26,1,,,,
2015-Site-04,46.625717,-117.235517,2015,190,27,0,,,,
2015-Site-04,46.625717,-117.235517,2015,198,28,0,,,,
2015-Site-03,46.540683,-116.77525,2015,142,20,1,,,,
2015-Site-03,46.540683,-116.77525,2015,149,21,9,,,,
2015-Site-03,46.540683,-116.77525,2015,156,22,15,,,,
2015-Site-03,46.540683,-116.77525,2015,163,23,7,,,,
2015-Site-03,46.540683,-116.77525,2015,170,24,9,,,,
2015-Site-03,46.540683,-116.77525,2015,176,25,6,,,,
2015-Site-03,46.540683,-116.77525,2015,183,26,9,,,,
2015-Site-03,46.540683,-116.77525,2015,190,27,4,,,,
2015-Site-03,46.540683,-116.77525,2015,198,28,1,,,,
2015-Site-02,46.519833,-116.82325,2015,142,20,1,,,,
2015-Site-02,46.519833,-116.82325,2015,149,21,5,,,,
2015-Site-02,46.519833,-116.82325,2015,156,22,8,,,,
2015-Site-02,46.519833,-116.82325,2015,163,23,8,,,,
2015-Site-02,46.519833,-116.82325,2015,170,24,13,,,,
2015-Site-02,46.519833,-116.82325,2015,176,25,10,,,,
2015-Site-02,46.519833,-116.82325,2015,183,26,5,,,,
2015-Site-02,46.519833,-116.82325,2015,190,27,1,,,,
2015-Site-02,46.519833,-116.82325,2015,198,28,0,,,,
2015-Site-01,46.590133,-116.9441,2015,142,20,1,,,,
2015-Site-01,46.590133,-116.9441,2015,149,21,2,,,,
2015-Site-01,46.590133,-116.9441,2015,156,22,1,,,,
2015-Site-01,46.590133,-116.9441,2015,163,23,1,,,,
2015-Site-01,46.590133,-116.9441,2015,170,24,0,,,,
2015-Site-01,46.590133,-116.9441,2015,176,25,1,,,,
2015-Site-01,46.590133,-116.9441,2015,183,26,1,,,,
2015-Site-01,46.590133,-116.9441,2015,190,27,0,,,,
2015-Site-01,46.590133,-116.9441,2015,198,28,0,,,,
2014-Site-15,46.534533,-116.789567,2014,143,20,9,,,,
2014-Site-15,46.534533,-116.789567,2014,147,21,9,,,,
2014-Site-15,46.534533,-116.789567,2014,150,21,1,,,,
2014-Site-15,46.534533,-116.789567,2014,154,22,1,,,,
2014-Site-15,46.534533,-116.789567,2014,157,22,4,,,,
2014-Site-15,46.534533,-116.789567,2014,164,23,4,,,,
2014-Site-15,46.534533,-116.789567,2014,171,24,6,,,,
2014-Site-15,46.534533,-116.789567,2014,178,25,5,,,,
2014-Site-15,46.534533,-116.789567,2014,183,26,2,,,,
2014-Site-15,46.534533,-116.789567,2014,192,27,0,,,,
2014-Site-15,46.534533,-116.789567,2014,199,28,50,,,,
2014-Site-14,46.52205,-116.81645,2014,143,20,3,,,,
2014-Site-14,46.52205,-116.81645,2014,147,21,0,,,,
2014-Site-14,46.52205,-116.81645,2014,150,21,0,,,,
2014-Site-14,46.52205,-116.81645,2014,154,22,0,,,,
2014-Site-14,46.52205,-116.81645,2014,157,22,0,,,,
2014-Site-14,46.52205,-116.81645,2014,164,23,0,,,,
2014-Site-14,46.52205,-116.81645,2014,171,24,5,,,,
2014-Site-14,46.52205,-116.81645,2014,178,25,14,,,,
2014-Site-14,46.52205,-116.81645,2014,183,26,27,,,,
2014-Site-14,46.52205,-116.81645,2014,192,27,1,,,,
2014-Site-14,46.52205,-116.81645,2014,199,28,20,,,,
2014-Site-13,46.481983,-117.12195,2014,143,20,0,,,,
2014-Site-13,46.481983,-117.12195,2014,147,21,0,,,,
2014-Site-13,46.481983,-117.12195,2014,150,21,3,,,,
2014-Site-13,46.481983,-117.12195,2014,154,22,3,,,,
2014-Site-13,46.481983,-117.12195,2014,157,22,3,,,,
2014-Site-13,46.481983,-117.12195,2014,164,23,7,,,,
2014-Site-13,46.481983,-117.12195,2014,171,24,45,,,,
2014-Site-13,46.481983,-117.12195,2014,178,25,46,,,,
2014-Site-13,46.481983,-117.12195,2014,183,26,73,,,,
2014-Site-13,46.481983,-117.12195,2014,192,27,4,,,,
2014-Site-13,46.481983,-117.12195,2014,199,28,9,,,,
2014-Site-12,46.5313,-117.135483,2014,143,20,4,,,,
2014-Site-12,46.5313,-117.135483,2014,147,21,0,,,,
2014-Site-12,46.5313,-117.135483,2014,150,21,19,,,,
2014-Site-12,46.5313,-117.135483,2014,154,22,9,,,,
2014-Site-12,46.5313,-117.135483,2014,157,22,5,,,,
2014-Site-12,46.5313,-117.135483,2014,164,23,2,,,,
2014-Site-12,46.5313,-117.135483,2014,171,24,20,,,,
2014-Site-12,46.5313,-117.135483,2014,178,25,7,,,,
2014-Site-12,46.5313,-117.135483,2014,183,26,11,,,,
2014-Site-12,46.5313,-117.135483,2014,192,27,5,,,,
2014-Site-12,46.5313,-117.135483,2014,199,28,4,,,,
2014-Site-11,46.5491,-117.122817,2014,143,20,1,,,,
2014-Site-11,46.5491,-117.122817,2014,147,21,0,,,,
2014-Site-11,46.5491,-117.122817,2014,150,21,9,,,,
2014-Site-11,46.5491,-117.122817,2014,154,22,5,,,,
2014-Site-11,46.5491,-117.122817,2014,157,22,7,,,,
2014-Site-11,46.5491,-117.122817,2014,164,23,3,,,,
2014-Site-11,46.5491,-117.122817,2014,171,24,25,,,,
2014-Site-11,46.5491,-117.122817,2014,178,25,19,,,,
2014-Site-11,46.5491,-117.122817,2014,183,26,57,,,,
2014-Site-11,46.5491,-117.122817,2014,192,27,13,,,,
2014-Site-11,46.5491,-117.122817,2014,199,28,50,,,,
2014-Site-10,46.560967,-117.212883,2014,143,20,11,,,,
2014-Site-10,46.560967,-117.212883,2014,147,21,0,,,,
2014-Site-10,46.560967,-117.212883,2014,150,21,3,,,,
2014-Site-10,46.560967,-117.212883,2014,154,22,7,,,,
2014-Site-10,46.560967,-117.212883,2014,157,22,3,,,,
2014-Site-10,46.560967,-117.212883,2014,164,23,3,,,,
2014-Site-10,46.560967,-117.212883,2014,171,24,18,,,,
2014-Site-10,46.560967,-117.212883,2014,178,25,13,,,,
2014-Site-10,46.560967,-117.212883,2014,183,26,26,,,,
2014-Site-10,46.560967,-117.212883,2014,192,27,3,,,,
2014-Site-10,46.560967,-117.212883,2014,199,28,4,,,,
2014-Site-09,46.589883,-117.2161,2014,143,20,9,,,,
2014-Site-09,46.589883,-117.2161,2014,147,21,4,,,,
2014-Site-09,46.589883,-117.2161,2014,150,21,18,,,,
2014-Site-09,46.589883,-117.2161,2014,154,22,18,,,,
2014-Site-09,46.589883,-117.2161,2014,157,22,21,,,,
2014-Site-09,46.589883,-117.2161,2014,164,23,11,,,,
2014-Site-09,46.589883,-117.2161,2014,171,24,101,,,,
2014-Site-09,46.589883,-117.2161,2014,178,25,30,,,,
2014-Site-09,46.589883,-117.2161,2014,183,26,300,,,,
2014-Site-09,46.589883,-117.2161,2014,192,27,63,,,,
2014-Site-09,46.589883,-117.2161,2014,199,28,60,,,,
2014-Site-08,46.58655,-117.187317,2014,143,20,0,,,,
2014-Site-08,46.58655,-117.187317,2014,147,21,2,,,,
2014-Site-08,46.58655,-117.187317,2014,150,21,4,,,,
2014-Site-08,46.58655,-117.187317,2014,154,22,6,,,,
2014-Site-08,46.58655,-117.187317,2014,157,22,13,,,,
2014-Site-08,46.58655,-117.187317,2014,164,23,5,,,,
2014-Site-08,46.58655,-117.187317,2014,171,24,27,,,,
2014-Site-08,46.58655,-117.187317,2014,178,25,10,,,,
2014-Site-08,46.58655,-117.187317,2014,183,26,50,,,,
2014-Site-08,46.58655,-117.187317,2014,192,27,10,,,,
2014-Site-08,46.58655,-117.187317,2014,199,28,3,,,,
2014-Site-07,46.6179,-117.216833,2014,143,20,2,,,,
2014-Site-07,46.6179,-117.216833,2014,147,21,1,,,,
2014-Site-07,46.6179,-117.216833,2014,150,21,2,,,,
2014-Site-07,46.6179,-117.216833,2014,154,22,6,,,,
2014-Site-07,46.6179,-117.216833,2014,157,22,2,,,,
2014-Site-07,46.6179,-117.216833,2014,164,23,6,,,,
2014-Site-07,46.6179,-117.216833,2014,171,24,16,,,,
2014-Site-07,46.6179,-117.216833,2014,178,25,19,,,,
2014-Site-07,46.6179,-117.216833,2014,183,26,66,,,,
2014-Site-07,46.6179,-117.216833,2014,192,27,9,,,,
2014-Site-07,46.6179,-117.216833,2014,199,28,15,,,,
2014-Site-06,46.659917,-117.3441,2014,143,20,12,,,,
2014-Site-06,46.659917,-117.3441,2014,147,21,13,,,,
2014-Site-06,46.659917,-117.3441,2014,150,21,25,,,,
2014-Site-06,46.659917,-117.3441,2014,154,22,20,,,,
2014-Site-06,46.659917,-117.3441,2014,157,22,17,,,,
2014-Site-06,46.659917,-117.3441,2014,164,23,3,,,,
2014-Site-06,46.659917,-117.3441,2014,171,24,70,,,,
2014-Site-06,46.659917,-117.3441,2014,178,25,32,,,,
2014-Site-06,46.659917,-117.3441,2014,183,26,400,,,,
2014-Site-06,46.659917,-117.3441,2014,192,27,11,,,,
2014-Site-06,46.659917,-117.3441,2014,199,28,0,,,,
2014-Site-05,46.760233,-117.169967,2014,143,20,0,,,,
2014-Site-05,46.760233,-117.169967,2014,147,21,1,,,,
2014-Site-05,46.760233,-117.169967,2014,150,21,0,,,,
2014-Site-05,46.760233,-117.169967,2014,154,22,4,,,,
2014-Site-05,46.760233,-117.169967,2014,157,22,5,,,,
2014-Site-05,46.760233,-117.169967,2014,164,23,12,,,,
2014-Site-05,46.760233,-117.169967,2014,171,24,15,,,,
2014-Site-05,46.760233,-117.169967,2014,178,25,21,,,,
2014-Site-05,46.760233,-117.169967,2014,183,26,54,,,,
2014-Site-05,46.760233,-117.169967,2014,192,27,37,,,,
2014-Site-05,46.760233,-117.169967,2014,199,28,0,,,,
2014-Site-04,46.79605,-117.023983,2014,143,20,1,,,,
2014-Site-04,46.79605,-117.023983,2014,147,21,0,,,,
2014-Site-04,46.79605,-117.023983,2014,150,21,0,,,,
2014-Site-04,46.79605,-117.023983,2014,154,22,2,,,,
2014-Site-04,46.79605,-117.023983,2014,157,22,7,,,,
2014-Site-04,46.79605,-117.023983,2014,164,23,4,,,,
2014-Site-04,46.79605,-117.023983,2014,171,24,15,,,,
2014-Site-04,46.79605,-117.023983,2014,178,25,38,,,,
2014-Site-04,46.79605,-117.023983,2014,183,26,13,,,,
2014-Site-04,46.79605,-117.023983,2014,192,27,0,,,,
2014-Site-04,46.79605,-117.023983,2014,199,28,57,,,,
2014-Site-03,46.817533,-117.083167,2014,143,20,0,,,,
2014-Site-03,46.817533,-117.083167,2014,147,21,4,,,,
2014-Site-03,46.817533,-117.083167,2014,150,21,6,,,,
2014-Site-03,46.817533,-117.083167,2014,154,22,5,,,,
2014-Site-03,46.817533,-117.083167,2014,157,22,3,,,,
2014-Site-03,46.817533,-117.083167,2014,164,23,14,,,,
2014-Site-03,46.817533,-117.083167,2014,171,24,8,,,,
2014-Site-03,46.817533,-117.083167,2014,178,25,4,,,,
2014-Site-03,46.817533,-117.083167,2014,183,26,5,,,,
2014-Site-03,46.817533,-117.083167,2014,192,27,14,,,,
2014-Site-03,46.817533,-117.083167,2014,199,28,63,,,,
2014-Site-02,46.83785,-117.071967,2014,143,20,0,,,,
2014-Site-02,46.83785,-117.071967,2014,147,21,2,,,,
2014-Site-02,46.83785,-117.071967,2014,150,21,0,,,,
2014-Site-02,46.83785,-117.071967,2014,154,22,0,,,,
2014-Site-02,46.83785,-117.071967,2014,157,22,3,,,,
2014-Site-02,46.83785,-117.071967,2014,164,23,12,,,,
2014-Site-02,46.83785,-117.071967,2014,171,24,5,,,,
2014-Site-02,46.83785,-117.071967,2014,178,25,7,,,,
2014-Site-02,46.83785,-117.071967,2014,183,26,10,,,,
2014-Site-02,46.83785,-117.071967,2014,192,27,6,,,,
2014-Site-02,46.83785,-117.071967,2014,199,28,49,,,,
2014-Site-01,46.935417,-117.031583,2014,143,20,1,,,,
2014-Site-01,46.935417,-117.031583,2014,147,21,0,,,,
2014-Site-01,46.935417,-117.031583,2014,150,21,0,,,,
2014-Site-01,46.935417,-117.031583,2014,154,22,2,,,,
2014-Site-01,46.935417,-117.031583,2014,157,22,2,,,,
2014-Site-01,46.935417,-117.031583,2014,164,23,6,,,,
2014-Site-01,46.935417,-117.031583,2014,171,24,0,,,,
2014-Site-01,46.935417,-117.031583,2014,178,25,5,,,,
2014-Site-01,46.935417,-117.031583,2014,183,26,6,,,,
2014-Site-01,46.935417,-117.031583,2014,192,27,5,,,,
2014-Site-01,46.935417,-117.031583,2014,199,28,27,,,,
2013-Site-12,46.6945,-117.1466667,2013,144,21,1,,,,
2013-Site-12,46.6945,-117.1466667,2013,151,22,1,,,,
2013-Site-12,46.6945,-117.1466667,2013,158,23,0,,,,
2013-Site-12,46.6945,-117.1466667,2013,165,24,0,,,,
2013-Site-12,46.6945,-117.1466667,2013,175,25,12,,,,
2013-Site-12,46.6945,-117.1466667,2013,179,26,0,,,,
2013-Site-12,46.6945,-117.1466667,2013,184,26,13,,,,
2013-Site-12,46.6945,-117.1466667,2013,193,28,1,,,,
2013-Site-12,46.6945,-117.1466667,2013,200,29,19,,,,
2013-Site-12,46.6945,-117.1466667,2013,207,30,2,,,,
2013-Site-12,46.6945,-117.1466667,2013,214,31,16,,,,
2013-Site-11,46.585378,-116.944836,2013,144,21,0,,,,
2013-Site-11,46.585378,-116.944836,2013,151,22,0,,,,
2013-Site-11,46.585378,-116.944836,2013,158,23,0,,,,
2013-Site-11,46.585378,-116.944836,2013,165,24,0,,,,
2013-Site-11,46.585378,-116.944836,2013,175,25,13,,,,
2013-Site-11,46.585378,-116.944836,2013,179,26,0,,,,
2013-Site-11,46.585378,-116.944836,2013,184,26,12,,,,
2013-Site-11,46.585378,-116.944836,2013,193,28,0,,,,
2013-Site-11,46.585378,-116.944836,2013,200,29,7,,,,
2013-Site-11,46.585378,-116.944836,2013,207,30,0,,,,
2013-Site-11,46.585378,-116.944836,2013,214,31,0,,,,
2013-Site-10,46.72913611,-116.9567889,2013,144,21,2,,,,
2013-Site-10,46.72913611,-116.9567889,2013,151,22,1,,,,
2013-Site-10,46.72913611,-116.9567889,2013,158,23,2,,,,
2013-Site-10,46.72913611,-116.9567889,2013,165,24,0,,,,
2013-Site-10,46.72913611,-116.9567889,2013,175,25,15,,,,
2013-Site-10,46.72913611,-116.9567889,2013,179,26,0,,,,
2013-Site-10,46.72913611,-116.9567889,2013,184,26,4,,,,
2013-Site-10,46.72913611,-116.9567889,2013,193,28,5,,,,
2013-Site-10,46.72913611,-116.9567889,2013,200,29,7,,,,
2013-Site-10,46.72913611,-116.9567889,2013,207,30,9,,,,
2013-Site-10,46.72913611,-116.9567889,2013,214,31,8,,,,
2013-Site-09,46.482033,-117.118917,2013,144,21,1,,,,
2013-Site-09,46.482033,-117.118917,2013,151,22,0,,,,
2013-Site-09,46.482033,-117.118917,2013,158,23,0,,,,
2013-Site-09,46.482033,-117.118917,2013,165,24,1,,,,
2013-Site-09,46.482033,-117.118917,2013,175,25,12,,,,
2013-Site-09,46.482033,-117.118917,2013,179,26,4,,,,
2013-Site-09,46.482033,-117.118917,2013,184,26,3,,,,
2013-Site-09,46.482033,-117.118917,2013,193,28,8,,,,
2013-Site-09,46.482033,-117.118917,2013,200,29,22,,,,
2013-Site-09,46.482033,-117.118917,2013,207,30,0,,,,
2013-Site-09,46.482033,-117.118917,2013,214,31,0,,,,
2013-Site-08,46.513267,-117.128217,2013,144,21,1,,,,
2013-Site-08,46.513267,-117.128217,2013,151,22,0,,,,
2013-Site-08,46.513267,-117.128217,2013,158,23,0,,,,
2013-Site-08,46.513267,-117.128217,2013,165,24,0,,,,
2013-Site-08,46.513267,-117.128217,2013,175,25,4,,,,
2013-Site-08,46.513267,-117.128217,2013,179,26,2,,,,
2013-Site-08,46.513267,-117.128217,2013,184,26,2,,,,
2013-Site-08,46.513267,-117.128217,2013,193,28,1,,,,
2013-Site-08,46.513267,-117.128217,2013,200,29,5,,,,
2013-Site-08,46.513267,-117.128217,2013,207,30,0,,,,
2013-Site-08,46.513267,-117.128217,2013,214,31,0,,,,
2013-Site-07,46.527767,-117.155883,2013,144,21,1,,,,
2013-Site-07,46.527767,-117.155883,2013,151,22,1,,,,
2013-Site-07,46.527767,-117.155883,2013,158,23,0,,,,
2013-Site-07,46.527767,-117.155883,2013,165,24,0,,,,
2013-Site-07,46.527767,-117.155883,2013,175,25,0,,,,
2013-Site-07,46.527767,-117.155883,2013,179,26,1,,,,
2013-Site-07,46.527767,-117.155883,2013,184,26,7,,,,
2013-Site-07,46.527767,-117.155883,2013,193,28,4,,,,
2013-Site-07,46.527767,-117.155883,2013,200,29,14,,,,
2013-Site-07,46.527767,-117.155883,2013,207,30,1,,,,
2013-Site-07,46.527767,-117.155883,2013,214,31,6,,,,
2013-Site-06,46.541117,-117.125883,2013,144,21,3,,,,
2013-Site-06,46.541117,-117.125883,2013,151,22,0,,,,
2013-Site-06,46.541117,-117.125883,2013,158,23,0,,,,
2013-Site-06,46.541117,-117.125883,2013,165,24,0,,,,
2013-Site-06,46.541117,-117.125883,2013,175,25,8,,,,
2013-Site-06,46.541117,-117.125883,2013,179,26,6,,,,
2013-Site-06,46.541117,-117.125883,2013,184,26,11,,,,
2013-Site-06,46.541117,-117.125883,2013,193,28,8,,,,
2013-Site-06,46.541117,-117.125883,2013,200,29,0,,,,
2013-Site-06,46.541117,-117.125883,2013,207,30,0,,,,
2013-Site-06,46.541117,-117.125883,2013,214,31,1,,,,
2013-Site-05,46.56125,-117.21205,2013,144,21,3,,,,
2013-Site-05,46.56125,-117.21205,2013,151,22,1,,,,
2013-Site-05,46.56125,-117.21205,2013,158,23,3,,,,
2013-Site-05,46.56125,-117.21205,2013,165,24,1,,,,
2013-Site-05,46.56125,-117.21205,2013,175,25,7,,,,
2013-Site-05,46.56125,-117.21205,2013,179,26,1,,,,
2013-Site-05,46.56125,-117.21205,2013,184,26,8,,,,
2013-Site-05,46.56125,-117.21205,2013,193,28,14,,,,
2013-Site-05,46.56125,-117.21205,2013,200,29,20,,,,
2013-Site-05,46.56125,-117.21205,2013,207,30,0,,,,
2013-Site-05,46.56125,-117.21205,2013,214,31,0,,,,
2013-Site-04,46.582117,-117.183917,2013,144,21,11,,,,
2013-Site-04,46.582117,-117.183917,2013,151,22,2,,,,
2013-Site-04,46.582117,-117.183917,2013,158,23,0,,,,
2013-Site-04,46.582117,-117.183917,2013,165,24,0,,,,
2013-Site-04,46.582117,-117.183917,2013,175,25,17,,,,
2013-Site-04,46.582117,-117.183917,2013,179,26,11,,,,
2013-Site-04,46.582117,-117.183917,2013,184,26,11,,,,
2013-Site-04,46.582117,-117.183917,2013,193,28,25,,,,
2013-Site-04,46.582117,-117.183917,2013,200,29,12,,,,
2013-Site-04,46.582117,-117.183917,2013,207,30,11,,,,
2013-Site-04,46.582117,-117.183917,2013,214,31,7,,,,
2013-Site-03,46.61395,-117.211983,2013,144,21,2,,,,
2013-Site-03,46.61395,-117.211983,2013,151,22,0,,,,
2013-Site-03,46.61395,-117.211983,2013,158,23,0,,,,
2013-Site-03,46.61395,-117.211983,2013,165,24,0,,,,
2013-Site-03,46.61395,-117.211983,2013,175,25,18,,,,
2013-Site-03,46.61395,-117.211983,2013,179,26,4,,,,
2013-Site-03,46.61395,-117.211983,2013,184,26,16,,,,
2013-Site-03,46.61395,-117.211983,2013,193,28,1,,,,
2013-Site-03,46.61395,-117.211983,2013,200,29,23,,,,
2013-Site-03,46.61395,-117.211983,2013,207,30,0,,,,
2013-Site-03,46.61395,-117.211983,2013,214,31,0,,,,
2013-Site-02,46.632317,-117.1744,2013,144,21,2,,,,
2013-Site-02,46.632317,-117.1744,2013,151,22,0,,,,
2013-Site-02,46.632317,-117.1744,2013,158,23,0,,,,
2013-Site-02,46.632317,-117.1744,2013,165,24,5,,,,
2013-Site-02,46.632317,-117.1744,2013,175,25,19,,,,
2013-Site-02,46.632317,-117.1744,2013,179,26,2,,,,
2013-Site-02,46.632317,-117.1744,2013,184,26,22,,,,
2013-Site-02,46.632317,-117.1744,2013,193,28,10,,,,
2013-Site-02,46.632317,-117.1744,2013,200,29,15,,,,
2013-Site-02,46.632317,-117.1744,2013,207,30,3,,,,
2013-Site-02,46.632317,-117.1744,2013,214,31,17,,,,
2013-Site-01,46.7486,-117.424383,2013,144,21,0,,,,
2013-Site-01,46.7486,-117.424383,2013,151,22,0,,,,
2013-Site-01,46.7486,-117.424383,2013,158,23,9,,,,
2013-Site-01,46.7486,-117.424383,2013,165,24,0,,,,
2013-Site-01,46.7486,-117.424383,2013,175,25,16,,,,
2013-Site-01,46.7486,-117.424383,2013,179,26,0,,,,
2013-Site-01,46.7486,-117.424383,2013,184,26,21,,,,
2013-Site-01,46.7486,-117.424383,2013,193,28,1,,,,
2013-Site-01,46.7486,-117.424383,2013,200,29,11,,,,
2013-Site-01,46.7486,-117.424383,2013,207,30,1,,,,
2013-Site-01,46.7486,-117.424383,2013,214,31,0,,,,
2012-Site-35,47.04149374,-117.1166218,2012,150,21,1,,,,
2012-Site-35,47.04149374,-117.1166218,2012,151,22,0,,,,
2012-Site-35,47.04149374,-117.1166218,2012,152,22,0,,,,
2012-Site-35,47.04149374,-117.1166218,2012,153,22,0,,,,
2012-Site-35,47.04149374,-117.1166218,2012,157,22,1,,,,
2012-Site-35,47.04149374,-117.1166218,2012,160,23,0,,,,
2012-Site-35,47.04149374,-117.1166218,2012,164,23,0,,,,
2012-Site-35,47.04149374,-117.1166218,2012,167,24,1,,,,
2012-Site-35,47.04149374,-117.1166218,2012,171,24,0,,,,
2012-Site-35,47.04149374,-117.1166218,2012,174,25,1,,,,
2012-Site-35,47.04149374,-117.1166218,2012,178,25,1,,,,
2012-Site-35,47.04149374,-117.1166218,2012,181,26,0,,,,
2012-Site-35,47.04149374,-117.1166218,2012,185,26,1,,,,
2012-Site-35,47.04149374,-117.1166218,2012,188,27,0,,,,
2012-Site-35,47.04149374,-117.1166218,2012,192,27,1,,,,
2012-Site-35,47.04149374,-117.1166218,2012,195,28,1,,,,
2012-Site-35,47.04149374,-117.1166218,2012,199,28,0,,,,
2012-Site-35,47.04149374,-117.1166218,2012,202,29,0,,,,
2012-Site-35,47.04149374,-117.1166218,2012,206,29,0,,,,
2012-Site-35,47.04149374,-117.1166218,2012,209,30,0,,,,
2012-Site-35,47.04149374,-117.1166218,2012,213,30,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,150,21,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,151,22,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,152,22,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,153,22,1,,,,
2012-Site-34,46.47494984,-117.0805299,2012,157,22,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,160,23,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,164,23,3,,,,
2012-Site-34,46.47494984,-117.0805299,2012,167,24,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,171,24,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,174,25,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,178,25,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,181,26,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,185,26,1,,,,
2012-Site-34,46.47494984,-117.0805299,2012,188,27,1,,,,
2012-Site-34,46.47494984,-117.0805299,2012,192,27,3,,,,
2012-Site-34,46.47494984,-117.0805299,2012,195,28,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,199,28,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,202,29,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,206,29,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,209,30,0,,,,
2012-Site-34,46.47494984,-117.0805299,2012,213,30,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,150,21,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,151,22,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,152,22,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,153,22,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,157,22,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,160,23,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,164,23,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,167,24,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,171,24,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,174,25,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,178,25,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,181,26,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,185,26,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,188,27,1,,,,
2012-Site-33,46.69943908,-117.1386233,2012,192,27,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,195,28,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,199,28,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,202,29,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,206,29,1,,,,
2012-Site-33,46.69943908,-117.1386233,2012,209,30,0,,,,
2012-Site-33,46.69943908,-117.1386233,2012,213,30,0,,,,
2012-Site-32,46.47737707,-117.1206935,2012,150,21,0,,,,
2012-Site-32,46.47737707,-117.1206935,2012,151,22,0,,,,
2012-Site-32,46.47737707,-117.1206935,2012,152,22,0,,,,
2012-Site-32,46.47737707,-117.1206935,2012,153,22,0,,,,
2012-Site-32,46.47737707,-117.1206935,2012,157,22,0,,,,
2012-Site-32,46.47737707,-117.1206935,2012,160,23,0,,,,
2012-Site-32,46.47737707,-117.1206935,2012,164,23,1,,,,
2012-Site-32,46.47737707,-117.1206935,2012,167,24,0,,,,
2012-Site-32,46.47737707,-117.1206935,2012,171,24,0,,,,
2012-Site-32,46.47737707,-117.1206935,2012,174,25,0,,,,
2012-Site-32,46.47737707,-117.1206935,2012,178,25,0,,,,
2012-Site-32,46.47737707,-117.1206935,2012,181,26,10,,,,
